buyingPrice,maintenancePrice,doors,seats,luggageBoot,safety,acceptability
high,low,5more,2,med,high,no
high,low,5more,2,big,low,no
high,low,5more,2,big,med,no
high,low,5more,2,big,high,no
high,low,5more,4,small,low,no
high,low,5more,4,small,med,no
high,low,5more,4,small,high,no
high,low,5more,4,med,low,no
high,low,5more,4,med,med,no
high,low,5more,4,med,high,no
high,low,5more,4,big,low,no
high,low,5more,4,big,med,no
high,low,5more,4,big,high,no
high,low,5more,more,small,low,no
high,low,5more,more,small,med,no
high,low,5more,more,small,high,no
high,low,5more,more,med,low,no
high,low,5more,more,med,med,no
high,low,5more,more,med,high,no
high,low,5more,more,big,low,no
high,low,5more,more,big,med,no
high,low,5more,more,big,high,no
med,vhigh,2,2,small,low,no
med,vhigh,2,2,small,med,no
med,vhigh,2,2,small,high,no
med,vhigh,2,2,med,low,no
med,vhigh,2,2,med,med,no
med,vhigh,2,2,med,high,no
med,vhigh,2,2,big,low,no
med,vhigh,2,2,big,med,no
med,vhigh,2,2,big,high,no
med,vhigh,2,4,small,low,no
med,vhigh,2,4,small,med,no
med,vhigh,2,4,small,high,no
med,vhigh,2,4,med,low,no
med,vhigh,2,4,med,med,no
med,vhigh,2,4,med,high,no
med,vhigh,2,4,big,low,no
med,vhigh,2,4,big,med,no
med,vhigh,2,4,big,high,no
med,vhigh,2,more,small,low,no
med,vhigh,2,more,small,med,no
med,vhigh,2,more,small,high,no
med,vhigh,2,more,med,low,no
med,vhigh,2,more,med,med,no
med,vhigh,2,more,med,high,no
med,vhigh,2,more,big,low,no
med,vhigh,2,more,big,med,no
med,vhigh,2,more,big,high,no
med,vhigh,3,2,small,low,no
med,vhigh,3,2,small,med,no
med,vhigh,3,2,small,high,no
med,vhigh,3,2,med,low,no
med,vhigh,3,2,med,med,no
med,vhigh,3,2,med,high,no
med,vhigh,3,2,big,low,no
med,vhigh,3,2,big,med,no
med,vhigh,3,2,big,high,no
med,vhigh,3,4,small,low,no
med,vhigh,3,4,small,med,no
med,vhigh,3,4,small,high,no
med,vhigh,3,4,med,low,no
med,vhigh,3,4,med,med,no
med,vhigh,3,4,med,high,no
med,vhigh,3,4,big,low,no
med,vhigh,3,4,big,med,no
med,vhigh,3,4,big,high,no
med,vhigh,3,more,small,low,no
med,vhigh,3,more,small,med,no
med,vhigh,3,more,small,high,no
med,vhigh,3,more,med,low,no
med,vhigh,3,more,med,med,no
med,vhigh,3,more,med,high,no
med,vhigh,3,more,big,low,no
med,vhigh,3,more,big,med,no
med,vhigh,3,more,big,high,no
med,vhigh,4,2,small,low,no
med,vhigh,4,2,small,med,no
med,vhigh,4,2,small,high,no
med,vhigh,4,2,med,low,no
med,vhigh,4,2,med,med,no
med,vhigh,4,2,med,high,no
med,vhigh,4,2,big,low,no
med,vhigh,4,2,big,med,no
med,vhigh,4,2,big,high,no
med,vhigh,4,4,small,low,no
med,vhigh,4,4,small,med,no
med,vhigh,4,4,small,high,no
med,vhigh,4,4,med,low,no
med,vhigh,4,4,med,med,no
med,vhigh,4,4,med,high,no
med,vhigh,4,4,big,low,no
med,vhigh,4,4,big,med,no
med,vhigh,4,4,big,high,no
med,vhigh,4,more,small,low,no
med,vhigh,4,more,small,med,no
med,vhigh,4,more,small,high,no
med,vhigh,4,more,med,low,no
med,vhigh,4,more,med,med,no
med,vhigh,4,more,med,high,no
med,vhigh,4,more,big,low,no
med,vhigh,4,more,big,med,no
med,vhigh,4,more,big,high,no
med,vhigh,5more,2,small,low,no
med,vhigh,5more,2,small,med,no
med,vhigh,5more,2,small,high,no
med,vhigh,5more,2,med,low,no
med,vhigh,5more,2,med,med,no
med,vhigh,5more,2,med,high,no
med,vhigh,5more,2,big,low,no
med,vhigh,5more,2,big,med,no
med,vhigh,5more,2,big,high,no
med,vhigh,5more,4,small,low,no
med,vhigh,5more,4,small,med,no
med,vhigh,5more,4,small,high,no
med,vhigh,5more,4,med,low,no
med,vhigh,5more,4,med,med,no
med,vhigh,5more,4,med,high,no
med,vhigh,5more,4,big,low,no
med,vhigh,5more,4,big,med,no
med,vhigh,5more,4,big,high,no
med,vhigh,5more,more,small,low,no
med,vhigh,5more,more,small,med,no
med,vhigh,5more,more,small,high,no
med,vhigh,5more,more,med,low,no
med,vhigh,5more,more,med,med,no
med,vhigh,5more,more,med,high,no
med,vhigh,5more,more,big,low,no
med,vhigh,5more,more,big,med,no
med,vhigh,5more,more,big,high,no
med,high,2,2,small,low,no
med,high,2,2,small,med,no
med,high,2,2,small,high,no
med,high,2,2,med,low,no
med,high,2,2,med,med,no
med,high,2,2,med,high,no
med,high,2,2,big,low,no
med,high,2,2,big,med,no
med,high,2,2,big,high,no
med,high,2,4,small,low,no
med,high,2,4,small,med,no
med,high,2,4,small,high,no
med,high,2,4,med,low,no
med,high,2,4,med,med,no
med,high,2,4,med,high,no
med,high,2,4,big,low,no
med,high,2,4,big,med,no
med,high,2,4,big,high,no
med,high,2,more,small,low,no
med,high,2,more,small,med,no
med,high,2,more,small,high,no
med,high,2,more,med,low,no
med,high,2,more,med,med,no
med,high,2,more,med,high,no
med,high,2,more,big,low,no
med,high,2,more,big,med,no
med,high,2,more,big,high,no
med,high,3,2,small,low,no
med,high,3,2,small,med,no
med,high,3,2,small,high,no
med,high,3,2,med,low,no
med,high,3,2,med,med,no
med,high,3,2,med,high,no
med,high,3,2,big,low,no
med,high,3,2,big,med,no
med,high,3,2,big,high,no
med,high,3,4,small,low,no
med,high,3,4,small,med,no
med,high,3,4,small,high,no
med,high,3,4,med,low,no
med,high,3,4,med,med,no
med,high,3,4,med,high,no
med,high,3,4,big,low,no
med,high,3,4,big,med,no
med,high,3,4,big,high,no
med,high,3,more,small,low,no
med,high,3,more,small,med,no
med,high,3,more,small,high,no
med,high,3,more,med,low,no
med,high,3,more,med,med,no
med,high,3,more,med,high,no
med,high,3,more,big,low,no
med,high,3,more,big,med,no
med,high,3,more,big,high,no
med,high,4,2,small,low,no
med,high,4,2,small,med,no
med,high,4,2,small,high,no
med,high,4,2,med,low,no
med,high,4,2,med,med,no
med,high,4,2,med,high,no
med,high,4,2,big,low,no
med,high,4,2,big,med,no
med,high,4,2,big,high,no
med,high,4,4,small,low,no
med,high,4,4,small,med,no
med,high,4,4,small,high,no
med,high,4,4,med,low,no
med,high,4,4,med,med,no
med,high,4,4,med,high,no
med,high,4,4,big,low,no
med,high,4,4,big,med,no
med,high,4,4,big,high,no
med,high,4,more,small,low,no
med,high,4,more,small,med,no
med,high,4,more,small,high,no
med,high,4,more,med,low,no
med,high,4,more,med,med,no
med,high,4,more,med,high,no
med,high,4,more,big,low,no
med,high,4,more,big,med,no
med,high,4,more,big,high,no
med,high,5more,2,small,low,no
med,high,5more,2,small,med,no
med,high,5more,2,small,high,no
med,high,5more,2,med,low,no
med,high,5more,2,med,med,no
med,high,5more,2,med,high,no
med,high,5more,2,big,low,no
med,high,5more,2,big,med,no
med,high,5more,2,big,high,no
med,high,5more,4,small,low,no
med,high,5more,4,small,med,no
med,high,5more,4,small,high,no
med,high,5more,4,med,low,no
med,high,5more,4,med,med,no
med,high,5more,4,med,high,no
med,high,5more,4,big,low,no
med,high,5more,4,big,med,no
med,high,5more,4,big,high,no
med,high,5more,more,small,low,no
med,high,5more,more,small,med,no
med,high,5more,more,small,high,no
med,high,5more,more,med,low,no
med,high,5more,more,med,med,no
med,high,5more,more,med,high,no
med,high,5more,more,big,low,no
med,high,5more,more,big,med,no
med,high,5more,more,big,high,no
med,med,2,2,small,low,no
med,med,2,2,small,med,no
med,med,2,2,small,high,no
med,med,2,2,med,low,no
med,med,2,2,med,med,no
med,med,2,2,med,high,no
med,med,2,2,big,low,no
med,med,2,2,big,med,no
med,med,2,2,big,high,no
med,med,2,4,small,low,no
med,med,2,4,small,med,no
med,med,2,4,small,high,no
med,med,2,4,med,low,no
med,med,2,4,med,med,no
med,med,2,4,med,high,no
med,med,2,4,big,low,no
med,med,2,4,big,med,no
med,med,2,4,big,high,yes
med,med,2,more,small,low,no
med,med,2,more,small,med,no
med,med,2,more,small,high,no
med,med,2,more,med,low,no
med,med,2,more,med,med,no
med,med,2,more,med,high,no
med,med,2,more,big,low,no
med,med,2,more,big,med,no
med,med,2,more,big,high,yes
med,med,3,2,small,low,no
med,med,3,2,small,med,no
med,med,3,2,small,high,no
med,med,3,2,med,low,no
med,med,3,2,med,med,no
med,med,3,2,med,high,no
med,med,3,2,big,low,no
med,med,3,2,big,med,no
med,med,3,2,big,high,no
med,med,3,4,small,low,no
med,med,3,4,small,med,no
med,med,3,4,small,high,no
med,med,3,4,med,low,no
med,med,3,4,med,med,no
med,med,3,4,med,high,no
med,med,3,4,big,low,no
med,med,3,4,big,med,no
med,med,3,4,big,high,yes
med,med,3,more,small,low,no
med,med,3,more,small,med,no
med,med,3,more,small,high,no
med,med,3,more,med,low,no
med,med,3,more,med,med,no
med,med,3,more,med,high,yes
med,med,3,more,big,low,no
med,med,3,more,big,med,no
med,med,3,more,big,high,yes
med,med,4,2,small,low,no
med,med,4,2,small,med,no
med,med,4,2,small,high,no
med,med,4,2,med,low,no
med,med,4,2,med,med,no
med,med,4,2,med,high,no
med,med,4,2,big,low,no
med,med,4,2,big,med,no
med,med,4,2,big,high,no
med,med,4,4,small,low,no
med,med,4,4,small,med,no
med,med,4,4,small,high,no
med,med,4,4,med,low,no
med,med,4,4,med,med,no
med,med,4,4,med,high,yes
med,med,4,4,big,low,no
med,med,4,4,big,med,no
med,med,4,4,big,high,yes
med,med,4,more,small,low,no
med,med,4,more,small,med,no
med,med,4,more,small,high,no
med,med,4,more,med,low,no
med,med,4,more,med,med,no
med,med,4,more,med,high,yes
med,med,4,more,big,low,no
med,med,4,more,big,med,no
med,med,4,more,big,high,yes
med,med,5more,2,small,low,no
med,med,5more,2,small,med,no
med,med,5more,2,small,high,no
med,med,5more,2,med,low,no
med,med,5more,2,med,med,no
med,med,5more,2,med,high,no
med,med,5more,2,big,low,no
med,med,5more,2,big,med,no
med,med,5more,2,big,high,no
med,med,5more,4,small,low,no
med,med,5more,4,small,med,no
med,med,5more,4,small,high,no
med,med,5more,4,med,low,no
med,med,5more,4,med,med,no
med,med,5more,4,med,high,yes
med,med,5more,4,big,low,no
med,med,5more,4,big,med,no
med,med,5more,4,big,high,yes
med,med,5more,more,small,low,no
med,med,5more,more,small,med,no
med,med,5more,more,small,high,no
med,med,5more,more,med,low,no
med,med,5more,more,med,med,no
med,med,5more,more,med,high,yes
med,med,5more,more,big,low,no
med,med,5more,more,big,med,no
med,med,5more,more,big,high,yes
med,low,2,2,small,low,no
med,low,2,2,small,med,no
med,low,2,2,small,high,no
med,low,2,2,med,low,no
med,low,2,2,med,med,no
med,low,2,2,med,high,no
med,low,2,2,big,low,no
med,low,2,2,big,med,no
med,low,2,2,big,high,no
med,low,2,4,small,low,no
med,low,2,4,small,med,no
med,low,2,4,small,high,yes
med,low,2,4,med,low,no
med,low,2,4,med,med,no
med,low,2,4,med,high,yes
med,low,2,4,big,low,no
med,low,2,4,big,med,yes
med,low,2,4,big,high,yes
med,low,2,more,small,low,no
med,low,2,more,small,med,no
med,low,2,more,small,high,no
med,low,2,more,med,low,no
med,low,2,more,med,med,no
med,low,2,more,med,high,yes
med,low,2,more,big,low,no
med,low,2,more,big,med,yes
med,low,2,more,big,high,yes
med,low,3,2,small,low,no
med,low,3,2,small,med,no
med,low,3,2,small,high,no
med,low,3,2,med,low,no
med,low,3,2,med,med,no
med,low,3,2,med,high,no
med,low,3,2,big,low,no
med,low,3,2,big,med,no
med,low,3,2,big,high,no
med,low,3,4,small,low,no
med,low,3,4,small,med,no
med,low,3,4,small,high,yes
med,low,3,4,med,low,no
med,low,3,4,med,med,no
med,low,3,4,med,high,yes
med,low,3,4,big,low,no
med,low,3,4,big,med,yes
med,low,3,4,big,high,yes
med,low,3,more,small,low,no
med,low,3,more,small,med,no
med,low,3,more,small,high,yes
med,low,3,more,med,low,no
med,low,3,more,med,med,yes
med,low,3,more,med,high,yes
med,low,3,more,big,low,no
med,low,3,more,big,med,yes
med,low,3,more,big,high,yes
med,low,4,2,small,low,no
med,low,4,2,small,med,no
med,low,4,2,small,high,no
med,low,4,2,med,low,no
med,low,4,2,med,med,no
med,low,4,2,med,high,no
med,low,4,2,big,low,no
med,low,4,2,big,med,no
med,low,4,2,big,high,no
med,low,4,4,small,low,no
med,low,4,4,small,med,no
med,low,4,4,small,high,yes
med,low,4,4,med,low,no
med,low,4,4,med,med,yes
med,low,4,4,med,high,yes
med,low,4,4,big,low,no
med,low,4,4,big,med,yes
med,low,4,4,big,high,yes
med,low,4,more,small,low,no
med,low,4,more,small,med,no
med,low,4,more,small,high,yes
med,low,4,more,med,low,no
med,low,4,more,med,med,yes
med,low,4,more,med,high,yes
med,low,4,more,big,low,no
med,low,4,more,big,med,yes
med,low,4,more,big,high,yes
med,low,5more,2,small,low,no
med,low,5more,2,small,med,no
med,low,5more,2,small,high,no
med,low,5more,2,med,low,no
med,low,5more,2,med,med,no
med,low,5more,2,med,high,no
med,low,5more,2,big,low,no
med,low,5more,2,big,med,no
med,low,5more,2,big,high,no
med,low,5more,4,small,low,no
med,low,5more,4,small,med,no
med,low,5more,4,small,high,yes
med,low,5more,4,med,low,no
med,low,5more,4,med,med,yes
med,low,5more,4,med,high,yes
med,low,5more,4,big,low,no
med,low,5more,4,big,med,yes
med,low,5more,4,big,high,yes
med,low,5more,more,small,low,no
med,low,5more,more,small,med,no
med,low,5more,more,small,high,yes
med,low,5more,more,med,low,no
med,low,5more,more,med,med,yes
med,low,5more,more,med,high,yes
med,low,5more,more,big,low,no
med,low,5more,more,big,med,yes
med,low,5more,more,big,high,yes
low,vhigh,2,2,small,low,no
low,vhigh,2,2,small,med,no
low,vhigh,2,2,small,high,no
low,vhigh,2,2,med,low,no
low,vhigh,2,2,med,med,no
low,vhigh,2,2,med,high,no
low,vhigh,2,2,big,low,no
low,vhigh,2,2,big,med,no
low,vhigh,2,2,big,high,no
low,vhigh,2,4,small,low,no
low,vhigh,2,4,small,med,no
low,vhigh,2,4,small,high,no
low,vhigh,2,4,med,low,no
low,vhigh,2,4,med,med,no
low,vhigh,2,4,med,high,no
low,vhigh,2,4,big,low,no
low,vhigh,2,4,big,med,no
low,vhigh,2,4,big,high,no
low,vhigh,2,more,small,low,no
low,vhigh,2,more,small,med,no
low,vhigh,2,more,small,high,no
low,vhigh,2,more,med,low,no
low,vhigh,2,more,med,med,no
low,vhigh,2,more,med,high,no
low,vhigh,2,more,big,low,no
low,vhigh,2,more,big,med,no
low,vhigh,2,more,big,high,no
low,vhigh,3,2,small,low,no
low,vhigh,3,2,small,med,no
low,vhigh,3,2,small,high,no
low,vhigh,3,2,med,low,no
low,vhigh,3,2,med,med,no
low,vhigh,3,2,med,high,no
low,vhigh,3,2,big,low,no
low,vhigh,3,2,big,med,no
low,vhigh,3,2,big,high,no
low,vhigh,3,4,small,low,no
low,vhigh,3,4,small,med,no
low,vhigh,3,4,small,high,no
low,vhigh,3,4,med,low,no
low,vhigh,3,4,med,med,no
low,vhigh,3,4,med,high,no
low,vhigh,3,4,big,low,no
low,vhigh,3,4,big,med,no
low,vhigh,3,4,big,high,no
low,vhigh,3,more,small,low,no
low,vhigh,3,more,small,med,no
low,vhigh,3,more,small,high,no
low,vhigh,3,more,med,low,no
low,vhigh,3,more,med,med,no
low,vhigh,3,more,med,high,no
low,vhigh,3,more,big,low,no
low,vhigh,3,more,big,med,no
low,vhigh,3,more,big,high,no
low,vhigh,4,2,small,low,no
low,vhigh,4,2,small,med,no
low,vhigh,4,2,small,high,no
low,vhigh,4,2,med,low,no
low,vhigh,4,2,med,med,no
low,vhigh,4,2,med,high,no
low,vhigh,4,2,big,low,no
low,vhigh,4,2,big,med,no
low,vhigh,4,2,big,high,no
low,vhigh,4,4,small,low,no
low,vhigh,4,4,small,med,no
low,vhigh,4,4,small,high,no
low,vhigh,4,4,med,low,no
low,vhigh,4,4,med,med,no
low,vhigh,4,4,med,high,no
low,vhigh,4,4,big,low,no
low,vhigh,4,4,big,med,no
low,vhigh,4,4,big,high,no
low,vhigh,4,more,small,low,no
low,vhigh,4,more,small,med,no
low,vhigh,4,more,small,high,no
low,vhigh,4,more,med,low,no
low,vhigh,4,more,med,med,no
low,vhigh,4,more,med,high,no
low,vhigh,4,more,big,low,no
low,vhigh,4,more,big,med,no
low,vhigh,4,more,big,high,no
low,vhigh,5more,2,small,low,no
low,vhigh,5more,2,small,med,no
low,vhigh,5more,2,small,high,no
low,vhigh,5more,2,med,low,no
low,vhigh,5more,2,med,med,no
low,vhigh,5more,2,med,high,no
low,vhigh,5more,2,big,low,no
low,vhigh,5more,2,big,med,no
low,vhigh,5more,2,big,high,no
low,vhigh,5more,4,small,low,no
low,vhigh,5more,4,small,med,no
low,vhigh,5more,4,small,high,no
low,vhigh,5more,4,med,low,no
low,vhigh,5more,4,med,med,no
low,vhigh,5more,4,med,high,no
low,vhigh,5more,4,big,low,no
low,vhigh,5more,4,big,med,no
low,vhigh,5more,4,big,high,no
low,vhigh,5more,more,small,low,no
low,vhigh,5more,more,small,med,no
low,vhigh,5more,more,small,high,no
low,vhigh,5more,more,med,low,no
low,vhigh,5more,more,med,med,no
low,vhigh,5more,more,med,high,no
low,vhigh,5more,more,big,low,no
low,vhigh,5more,more,big,med,no
low,vhigh,5more,more,big,high,no
low,high,2,2,small,low,no
low,high,2,2,small,med,no
low,high,2,2,small,high,no
low,high,2,2,med,low,no
low,high,2,2,med,med,no
low,high,2,2,med,high,no
low,high,2,2,big,low,no
low,high,2,2,big,med,no
low,high,2,2,big,high,no
low,high,2,4,small,low,no
low,high,2,4,small,med,no
low,high,2,4,small,high,no
low,high,2,4,med,low,no
low,high,2,4,med,med,no
low,high,2,4,med,high,no
low,high,2,4,big,low,no
low,high,2,4,big,med,no
low,high,2,4,big,high,yes
low,high,2,more,small,low,no
low,high,2,more,small,med,no
low,high,2,more,small,high,no
low,high,2,more,med,low,no
low,high,2,more,med,med,no
low,high,2,more,med,high,no
low,high,2,more,big,low,no
low,high,2,more,big,med,no
low,high,2,more,big,high,yes
low,high,3,2,small,low,no
low,high,3,2,small,med,no
low,high,3,2,small,high,no
low,high,3,2,med,low,no
low,high,3,2,med,med,no
low,high,3,2,med,high,no
low,high,3,2,big,low,no
low,high,3,2,big,med,no
low,high,3,2,big,high,no
low,high,3,4,small,low,no
low,high,3,4,small,med,no
low,high,3,4,small,high,no
low,high,3,4,med,low,no
low,high,3,4,med,med,no
low,high,3,4,med,high,no
low,high,3,4,big,low,no
low,high,3,4,big,med,no
low,high,3,4,big,high,yes
low,high,3,more,small,low,no
low,high,3,more,small,med,no
low,high,3,more,small,high,no
low,high,3,more,med,low,no
low,high,3,more,med,med,no
low,high,3,more,med,high,yes
low,high,3,more,big,low,no
low,high,3,more,big,med,no
low,high,3,more,big,high,yes
low,high,4,2,small,low,no
low,high,4,2,small,med,no
low,high,4,2,small,high,no
low,high,4,2,med,low,no
low,high,4,2,med,med,no
low,high,4,2,med,high,no
low,high,4,2,big,low,no
low,high,4,2,big,med,no
low,high,4,2,big,high,no
low,high,4,4,small,low,no
low,high,4,4,small,med,no
low,high,4,4,small,high,no
low,high,4,4,med,low,no
low,high,4,4,med,med,no
low,high,4,4,med,high,yes
low,high,4,4,big,low,no
low,high,4,4,big,med,no
low,high,4,4,big,high,yes
low,high,4,more,small,low,no
low,high,4,more,small,med,no
low,high,4,more,small,high,no
low,high,4,more,med,low,no
low,high,4,more,med,med,no
low,high,4,more,med,high,yes
low,high,4,more,big,low,no
low,high,4,more,big,med,no
low,high,4,more,big,high,yes
low,high,5more,2,small,low,no
low,high,5more,2,small,med,no
low,high,5more,2,small,high,no
low,high,5more,2,med,low,no
low,high,5more,2,med,med,no
low,high,5more,2,med,high,no
low,high,5more,2,big,low,no
low,high,5more,2,big,med,no
low,high,5more,2,big,high,no
low,high,5more,4,small,low,no
low,high,5more,4,small,med,no
low,high,5more,4,small,high,no
low,high,5more,4,med,low,no
low,high,5more,4,med,med,no
low,high,5more,4,med,high,yes
low,high,5more,4,big,low,no
low,high,5more,4,big,med,no
low,high,5more,4,big,high,yes
low,high,5more,more,small,low,no
low,high,5more,more,small,med,no
low,high,5more,more,small,high,no
low,high,5more,more,med,low,no
low,high,5more,more,med,med,no
low,high,5more,more,med,high,yes
low,high,5more,more,big,low,no
low,high,5more,more,big,med,no
low,high,5more,more,big,high,yes
low,med,2,2,small,low,no
low,med,2,2,small,med,no
low,med,2,2,small,high,no
low,med,2,2,med,low,no
low,med,2,2,med,med,no
low,med,2,2,med,high,no
low,med,2,2,big,low,no
low,med,2,2,big,med,no
low,med,2,2,big,high,no
low,med,2,4,small,low,no
low,med,2,4,small,med,no
low,med,2,4,small,high,yes
low,med,2,4,med,low,no
low,med,2,4,med,med,no
low,med,2,4,med,high,yes
low,med,2,4,big,low,no
low,med,2,4,big,med,yes
low,med,2,4,big,high,yes
low,med,2,more,small,low,no
low,med,2,more,small,med,no
low,med,2,more,small,high,no
low,med,2,more,med,low,no
low,med,2,more,med,med,no
low,med,2,more,med,high,yes
low,med,2,more,big,low,no
low,med,2,more,big,med,yes
low,med,2,more,big,high,yes
low,med,3,2,small,low,no
low,med,3,2,small,med,no
low,med,3,2,small,high,no
low,med,3,2,med,low,no
low,med,3,2,med,med,no
low,med,3,2,med,high,no
low,med,3,2,big,low,no
low,med,3,2,big,med,no
low,med,3,2,big,high,no
low,med,3,4,small,low,no
low,med,3,4,small,med,no
low,med,3,4,small,high,yes
low,med,3,4,med,low,no
low,med,3,4,med,med,no
low,med,3,4,med,high,yes
low,med,3,4,big,low,no
low,med,3,4,big,med,yes
low,med,3,4,big,high,yes
low,med,3,more,small,low,no
low,med,3,more,small,med,no
low,med,3,more,small,high,yes
low,med,3,more,med,low,no
low,med,3,more,med,med,yes
low,med,3,more,med,high,yes
low,med,3,more,big,low,no
low,med,3,more,big,med,yes
low,med,3,more,big,high,yes
low,med,4,2,small,low,no
low,med,4,2,small,med,no
low,med,4,2,small,high,no
low,med,4,2,med,low,no
low,med,4,2,med,med,no
low,med,4,2,med,high,no
low,med,4,2,big,low,no
low,med,4,2,big,med,no
low,med,4,2,big,high,no
low,med,4,4,small,low,no
low,med,4,4,small,med,no
low,med,4,4,small,high,yes
low,med,4,4,med,low,no
low,med,4,4,med,med,yes
low,med,4,4,med,high,yes
low,med,4,4,big,low,no
low,med,4,4,big,med,yes
low,med,4,4,big,high,yes
low,med,4,more,small,low,no
low,med,4,more,small,med,no
low,med,4,more,small,high,yes
low,med,4,more,med,low,no
low,med,4,more,med,med,yes
low,med,4,more,med,high,yes
low,med,4,more,big,low,no
low,med,4,more,big,med,yes
low,med,4,more,big,high,yes
low,med,5more,2,small,low,no
low,med,5more,2,small,med,no
low,med,5more,2,small,high,no
low,med,5more,2,med,low,no
low,med,5more,2,med,med,no
low,med,5more,2,med,high,no
low,med,5more,2,big,low,no
low,med,5more,2,big,med,no
low,med,5more,2,big,high,no
low,med,5more,4,small,low,no
low,med,5more,4,small,med,no
low,med,5more,4,small,high,yes
low,med,5more,4,med,low,no
low,med,5more,4,med,med,yes
low,med,5more,4,med,high,yes
low,med,5more,4,big,low,no
low,med,5more,4,big,med,yes
low,med,5more,4,big,high,yes
low,med,5more,more,small,low,no
low,med,5more,more,small,med,no
low,med,5more,more,small,high,yes
low,med,5more,more,med,low,no
low,med,5more,more,med,med,yes
low,med,5more,more,med,high,yes
low,med,5more,more,big,low,no
low,med,5more,more,big,med,yes
low,med,5more,more,big,high,yes
low,low,2,2,small,low,no
low,low,2,2,small,med,no
low,low,2,2,small,high,no
low,low,2,2,med,low,no
low,low,2,2,med,med,no
low,low,2,2,med,high,no
low,low,2,2,big,low,no
low,low,2,2,big,med,no
low,low,2,2,big,high,no
low,low,2,4,small,low,no
low,low,2,4,small,med,no
low,low,2,4,small,high,yes
low,low,2,4,med,low,no
low,low,2,4,med,med,no
low,low,2,4,med,high,yes
low,low,2,4,big,low,no
low,low,2,4,big,med,yes
low,low,2,4,big,high,yes
low,low,2,more,small,low,no
low,low,2,more,small,med,no
low,low,2,more,small,high,no
low,low,2,more,med,low,no
low,low,2,more,med,med,no
low,low,2,more,med,high,yes
low,low,2,more,big,low,no
low,low,2,more,big,med,yes
low,low,2,more,big,high,yes
low,low,3,2,small,low,no
low,low,3,2,small,med,no
low,low,3,2,small,high,no
low,low,3,2,med,low,no
low,low,3,2,med,med,no
low,low,3,2,med,high,no
low,low,3,2,big,low,no
low,low,3,2,big,med,no
low,low,3,2,big,high,no
low,low,3,4,small,low,no
low,low,3,4,small,med,no
low,low,3,4,small,high,yes
low,low,3,4,med,low,no
low,low,3,4,med,med,no
low,low,3,4,med,high,yes
low,low,3,4,big,low,no
low,low,3,4,big,med,yes
low,low,3,4,big,high,yes
low,low,3,more,small,low,no
low,low,3,more,small,med,no
low,low,3,more,small,high,yes
low,low,3,more,med,low,no
low,low,3,more,med,med,yes
low,low,3,more,med,high,yes
low,low,3,more,big,low,no
low,low,3,more,big,med,yes
low,low,3,more,big,high,yes
low,low,4,2,small,low,no
low,low,4,2,small,med,no
low,low,4,2,small,high,no
low,low,4,2,med,low,no
low,low,4,2,med,med,no
low,low,4,2,med,high,no
low,low,4,2,big,low,no
low,low,4,2,big,med,no
low,low,4,2,big,high,no
low,low,4,4,small,low,no
low,low,4,4,small,med,no
low,low,4,4,small,high,yes
low,low,4,4,med,low,no
low,low,4,4,med,med,yes
low,low,4,4,med,high,yes
low,low,4,4,big,low,no
low,low,4,4,big,med,yes
low,low,4,4,big,high,yes
low,low,4,more,small,low,no
low,low,4,more,small,med,no
low,low,4,more,small,high,yes
low,low,4,more,med,low,no
low,low,4,more,med,med,yes
low,low,4,more,med,high,yes
low,low,4,more,big,low,no
low,low,4,more,big,med,yes
low,low,4,more,big,high,yes
low,low,5more,2,small,low,no
low,low,5more,2,small,med,no
low,low,5more,2,small,high,no
low,low,5more,2,med,low,no
low,low,5more,2,med,med,no
low,low,5more,2,med,high,no
low,low,5more,2,big,low,no
low,low,5more,2,big,med,no
low,low,5more,2,big,high,no
low,low,5more,4,small,low,no
low,low,5more,4,small,med,no
low,low,5more,4,small,high,yes
low,low,5more,4,med,low,no
low,low,5more,4,med,med,yes
low,low,5more,4,med,high,yes
low,low,5more,4,big,low,no
low,low,5more,4,big,med,yes
low,low,5more,4,big,high,yes
low,low,5more,more,small,low,no
low,low,5more,more,small,med,no
low,low,5more,more,small,high,yes
low,low,5more,more,med,low,no
low,low,5more,more,med,med,yes
low,low,5more,more,med,high,yes
low,low,5more,more,big,low,no
low,low,5more,more,big,med,yes
low,low,5more,more,big,high,yes
